PhoId|MulId|MulPfadS|MulDateiS|filename
42122|186783|M_DIG\M_DIG1000-1999\M_DIG1300-1399|lm_dig1376|Utställning, "Prinsessor", år 2005 - Livrustkammaren - 42122.jpg
468|205654|M_B\M_B01000-01999\M_B01800-01899|LN_B01800_004680|Hjälm, burgonet all'antica eller alla romana, Lombardiet (Milano?), 1500-talets mitt - Livrustkammaren - 468.tif
27063|196712|M_B\M_B10000-10999\M_B10900-10999|LN_B10923_013803|Svensk unionsflagga 3-tungad med riksvapen, kungsflagga - Livrustkammaren - 27063.tif
9827|206254|M_B\M_B09000-09999\M_B09800-09899|LN_B09801_012681|Tornerbanér - Livrustkammaren - 9827.tif
615|207376|M_B\M_B03000-03999\M_B03200-03299|LN_B03270_006150|Flintlåsbössa, Bertrand Piraube, Paris 1670-1673 - Livrustkammaren - 615.tif
33049|189469|M_DIG\M_DIG4000-4999\M_DIG4200-4299|hm_dig4225|Serveringsfärdig sparris vid festmiddag i Hallwylska palatset - Hallwylska museet - 33049.tif
8204|190542|M_DIG\M_DIG6000-6999\M_DIG6100-6199|lm_dig6175_6434|Flintlåsstudsare - Livrustkammaren - 8204.tif
70156|199566|M_B\M_B13000-13999\M_B13800-13899|LN_B13828_016708|Flintlåskammarladdningspistol med instickspatron, Johann Balthasar, Breslau ca 1670 - Livrustkammaren - 70156.tif
89245|188668|M_DIG\M_DIG3000-3999\M_DIG3000-3099|hm_dig3092|Porslin. Figurin - elefant - Hallwylska museet - 89245.tif
34839|207171|M_B\M_B03000-03999\M_B03000-03099|LN_B03064_005944|Kappkraschan för kommendör med stora korset av Vasaorden, Sverige ca 1800 - Livrustkammaren - 34839.tif
82266|194854|M_T\M_T10000-10999\M_T10500-10599|hm_t10576|Jul i palatset. Julbak på Hallwyl. Pepparkakor, kavel, form - Hallwylska museet - 82266.tif
26630|202178|M_B\M_B06000-06999\M_B06500-06599|LN_B06593_009473|Dekorationsföremål (bardisaner) - Livrustkammaren - 26630.tif
25045|188480|M_DIG\M_DIG2000-2999\M_DIG2800-2899|lm_dig2823|Dokumentation, utställning, Skor ger mer år 2007 - Livrustkammaren - 25045.tif
89209|188734|M_DIG\M_DIG3000-3999\M_DIG3000-3099|hm_dig3061|Porslin. Servis med lila - rosa och guld i dekoren - Hallwylska museet - 89209.tif
69501|202856|M_B\M_B07000-07999\M_B07200-07299|LN_B07278_010158|Pukor - Livrustkammaren - 69501.tif
87961|191271|M_DIG\M_DIG6000-6999\M_DIG6900-6999|lm_dig6924|Vagnhallen - Livrustkammaren - 87961.tif
86953|190828|M_DIG\M_DIG6000-6999\M_DIG6500-6599|lm_dig6561_29423|Uppstoppad häst - Kaulbars. Gustaf III - Livrustkammaren - 86953.tif
77616|206943|M_B\M_B02000-02999\M_B02800-02899|LN_B02839_005719|Hjullåspistol, Holland - Livrustkammaren - 77616.tif
78307|205922|M_B\M_B09000-09999\M_B09700-09799|LN_B09749_012629|Armborst av nordsvensk typ, 1600-1700-tal - Livrustkammaren - 78307.tif
18571|197448|M_B\M_B11000-11999\M_B11600-11699|LN_B11622_014502|Dubbelbössa - Livrustkammaren - 18571.tif
51917|206776|M_B\M_B02000-02999\M_B02600-02699|LN_B02666_005546|Ordensband för kommendör av Vasaorden, Sverige - Livrustkammaren - 51917.tif
51505|192941|M_A\M_A01000-01999\M_A01400-01499|LN_A01426_001426|Kyller - Lützen - Livrustkammaren - 51505.tif
89141|188958|M_DIG\M_DIG3000-3999\M_DIG3300-3399|hm_dig3328|Vardagslivré för portvakten - Hallwylska museet - 89141.tif
82236|194826|M_T\M_T10000-10999\M_T10200-10299|hm_t10276|Vinkällaren - Tunnor - Hallwylska museet - 82236.tif
77420|201293|M_B\M_B00000-00999\M_B00800-00899|LN_B00879_003759|Förgylld praktsläde i rokoko som tillhört kejsarinnan Maria Theresia av Österrike - Livrustkammaren - 77420.tif
87348|190077|M_DIG\M_DIG4000-4999\M_DIG4900-4999|hm_dig4977_26150|Teckning av lärare som risar elev. Av Walther von Hallwyl - Hallwylska museet - 87348.tif
85221|185646|M_DIG\M_DIG0000-0999\M_DIG0100-0199|lm_dig0129|Dokumentation, Installation, Umeå Universitet , Livrustkammarens basutställning år 2003 - Livrustkammaren - 85221.tif
87973|191283|M_DIG\M_DIG6000-6999\M_DIG6900-6999|lm_dig6936|Rum D - Livrustkammaren - 87973.tif
76699|190627|M_DIG\M_DIG6000-6999\M_DIG6200-6299|lm_dig6263|Dokumentation, utställningen "Krigsbyte" 2007-2008 - Livrustkammaren - 76699.tif
85768|187146|M_DIG\M_DIG1000-1999\M_DIG1800-1899|sm_dig1815|Dokumentation Ridkonst - Skoklosters slott - 85768.tif
87106|189862|M_DIG\M_DIG4000-4999\M_DIG4700-4799|hm_dig4745_6498|Porslinsfigur. Afrika - Hallwylska museet - 87106.tif
8694|192905|M_A\M_A01000-01999\M_A01300-01399|LN_A01351_001351|Kultång f rundkula t lodbössa - Livrustkammaren - 8694.tif
86898|189682|M_DIG\M_DIG4000-4999\M_DIG4500-4599|hm_dig4576|Äppeltavla Hallwyl. Färdig - Hallwylska museet - 86898.tif
1295|195853|M_B\M_B10000-10999\M_B10000-10099|LN_B10080_012960|Värjor - Livrustkammaren - 1295.tif
44003|205128|M_B\M_B09000-09999\M_B09100-09199|LN_B09125_012005|Dubbelbössa, cal - Livrustkammaren - 44003.tif
9005|204505|M_B\M_B01000-01999\M_B01500-01599|LN_B01581_004461|Hirschfängare m gehäng, kniv o gaffel - Livrustkammaren - 9005.tif
78138|203639|M_B\M_B08000-08999\M_B08000-08099|LN_B08059_010939|Bösstock med snapplås, England eller Skottland, 1640-tal - Livrustkammaren - 78138.tif
86705|190780|M_DIG\M_DIG6000-6999\M_DIG6500-6599|lm_dig6510_31976|Gehäng till gul maskeraddräkt Gustaf Adolf - Livrustkammaren - 86705.tif
26005|200263|M_B\M_B00000-00999\M_B00300-00399|LN_B00343_003223|Yxa, czekan, turkiskt kulturområde, använd som polskt befälstecken - Livrustkammaren - 26005.tif
69027|206643|M_B\M_B02000-02999\M_B02500-02599|LN_B02538_005418|Flintlåswenderbössa, Louis le Conte, Paris ca 1660, dekoren signerad Berain - Livrustkammaren - 69027.tif
60006|192397|M_A\M_A00000-00999\M_A00800-00899|LN_A00827_000827|Kärl - Livrustkammaren - 60006.tif
66234|187552|M_DIG\M_DIG2000-2999\M_DIG2200-2299|lm_dig2251_27496-97|Kröningsstövlar - Livrustkammaren - 66234.tif
401|201518|M_B\M_B01000-01999\M_B01100-01199|LN_B01130_004010|Kompanistandar vid Västgöta kavalleri från Karl XIs tid - Livrustkammaren - 401.tif
78321|206148|M_B\M_B09000-09999\M_B09800-09899|LN_B09889_012769|Ryggharnesk, ingående i Sigismund Augusts rustningsgarnityr för man och häst - Livrustkammaren - 78321.tif
86068|190676|M_DIG\M_DIG6000-6999\M_DIG6300-6399|lm_dig6326|Interiörbilder, Livrustkammarens bibliotek - Livrustkammaren - 86068.tif
648|207660|M_B\M_B03000-03999\M_B03600-03699|LN_B03600_006480|Schabrak, ur en serie om sex (nnr 6125 - 6130) - Livrustkammaren - 648.tif
85240|188043|M_DIG\M_DIG2000-2999\M_DIG2700-2799|lm_dig2753|Pressbild, utställningen "Skor ger mer" år 2007 - Livrustkammaren - 85240.tif
56234|59132|M_T\M_T07000-07999\M_T07000-07099|lm_t07063|Visirhjälm av förgylld mässing - Livrustkammaren - 56234.tif
87172|190024|M_DIG\M_DIG4000-4999\M_DIG4800-4899|hm_dig4811_7732|Diflaska - Hallwylska museet - 87172.tif
68517|191936|M_A\M_A00000-00999\M_A00300-00399|LN_A00318_000318|Dolk - Livrustkammaren - 68517.tif
9419|200731|M_B\M_B05000-05999\M_B05700-05799|LN_B05721_008601|Flintlåsstudsare ändrad till slaglås, O. Winquist, Söderhamn, c. 1750-1775 - Livrustkammaren - 9419.tif
1561|198575|M_B\M_B12000-12999\M_B12700-12799|LN_B12740_015620|Officerspallasch, Sverige 1700-talet - Livrustkammaren - 1561.tif
18417|195855|M_B\M_B10000-10999\M_B10000-10099|LN_B10082_012962|Kruthorn - Livrustkammaren - 18417.tif
8999|204445|M_B\M_B01000-01999\M_B01500-01599|LN_B01521_004401|Uppbådsfana för Hjälstad socken i Vadsbo härad - Livrustkammaren - 8999.tif
25998|200189|M_B\M_B00000-00999\M_B00200-00299|LN_B00273_003153|Häststjärna - Livrustkammaren - 25998.tif
43559|208614|M_B\M_B04000-04999\M_B04600-04699|LN_B04685_007565|Ordenstecken, kraschan - Livrustkammaren - 43559.tif
529|206532|M_B\M_B02000-02999\M_B02400-02499|LN_B02410_005290|Bett - Livrustkammaren - 529.tif
17760|207571|M_B\M_B03000-03999\M_B03500-03599|LN_B03512_006392|Handhästtäcke ur en svit om tolv stycken med svenska riksvapnet.Tillhört Karl XI (1655-1697) - Livrustkammaren - 17760.tif
13934|186521|M_DIG\M_DIG1000-1999\M_DIG1100-1199|lm_dig1149|Stickert med balja till amiralsinform, tyska flottan, 1901 - Livrustkammaren - 13934.tif
51426|192199|M_A\M_A00000-00999\M_A00600-00699|LN_A00636_000636|Porträttmålning, Per Brahe d.ä - Livrustkammaren - 51426.tif
17530|201627|M_B\M_B01000-01999\M_B01200-01299|LN_B01212_004092|Kompanistandar för Västgöta tre- och femmänningar under överste greve Gustav Fredrik Lewenhaupt - Livrustkammaren - 17530.tif
86331|189471|M_DIG\M_DIG4000-4999\M_DIG4200-4299|hm_dig4227|Matsalen-Legymkransar, Utställningen "Smak av svunnen tid" år 2007 - Hallwylska museet - 86331.tif
44156|196403|M_B\M_B10000-10999\M_B10600-10699|LN_B10655_013535|Hjullåsstudsare - Livrustkammaren - 44156.tif
43668|200783|M_B\M_B05000-05999\M_B05700-05799|LN_B05775_008655|Flintlåsgevär (Rysk studsare) - Livrustkammaren - 43668.tif
35646|196876|M_B\M_B11000-11999\M_B11100-11199|LN_B11144_014024|Kejserlig rysk flagg - Livrustkammaren - 35646.tif
52184|200052|M_B\M_B05000-05999\M_B05300-05399|LN_B05336_008216|Värja, Tyskland 1600-talets mitt, fäste och klinga ej ursprungligen samhörande, fästet kompletterat - Livrustkammaren - 52184.tif
82395|186104|M_DIG\M_DIG0000-0999\M_DIG0600-0699|lm_dig0646|Barnvagn, vänster sida - Livrustkammaren - 82395.tif
77075|191927|M_A\M_A00000-00999\M_A00300-00399|LN_A00309_000309|Kopparplåt vapen - Livrustkammaren - 77075.tif
90364|191522|M_DIG\M_DIG7000-7999\M_DIG7100-7199|hm_dig7116|Fajans, tallrik, baksida, 1700-tal - Hallwylska museet - 90364.tif
86118|190725|M_DIG\M_DIG6000-6999\M_DIG6300-6399|lm_dig6375-8970|Uniformsmössa 1. hovstallmästare - Livrustkammaren - 86118.tif
84970|188512|M_DIG\M_DIG2000-2999\M_DIG2800-2899|lm_dig2855|Dokumentation, utställning, Skor ger mer, år 2007 - Livrustkammaren - 84970.tif
994|202645|M_B\M_B07000-07999\M_B07000-07099|LN_B07060_009940|Gängkloppa - Livrustkammaren - 994.tif
68102|185644|M_DIG\M_DIG0000-0999\M_DIG0100-0199|lm_dig0127|Dokumentation, Installation, Umeå Universitet , Livrustkammarens basutställning år 2003 - Livrustkammaren - 68102.tif
429|204112|M_B\M_B01000-01999\M_B01400-01499|LN_B01410_004290|Uppbådsfana för Lekåsa socken i Barne härad - Livrustkammaren - 429.tif
43897|203645|M_B\M_B08000-08999\M_B08000-08099|LN_B08065_010945|Flintlåsbössa, fusil av nordfransk-nederländsk typ ca 1640-1651 - Livrustkammaren - 43897.tif
34569|200283|M_B\M_B00000-00999\M_B00300-00399|LN_B00364_003244|Hjälm, Turkiet, 1400-talets slut, s.k. turbanhjälm - Livrustkammaren - 34569.tif
39136|194625|M_T\M_T07000-07999\M_T07200-07299|sm_t7271_1661|Porträtt. Per Brahe d.y. Werner - Skoklosters slott - 39136.tif
87786|190887|M_DIG\M_DIG6000-6999\M_DIG6600-6699|hm_dig6646_9311|Pressbilder till Ars 11, reprofotografi av bild från resealbum - Hallwylska museet - 87786.tif
9650|203611|M_B\M_B08000-08999\M_B08000-08099|LN_B08031_010911|Flintlåspistol, D G de Foullois d.y. Paris ca 1670, Ur den franska gåvan 1673, till sadel nr 1 - Livrustkammaren - 9650.tif
26439|208612|M_B\M_B04000-04999\M_B04600-04699|LN_B04683_007563|Kraghandske höger - Livrustkammaren - 26439.tif
59578|190625|M_DIG\M_DIG6000-6999\M_DIG6200-6299|lm_dig6261|Dokumentation, utställningen "Krigsbyte" 2007-2008 - Livrustkammaren - 59578.tif
26904|205359|M_B\M_B09000-09999\M_B09300-09399|LN_B09333_012213|Huvudlag med stångbett - Livrustkammaren - 26904.tif
10118|198547|M_B\M_B12000-12999\M_B12700-12799|LN_B12711_015591|Sabeltaska för Västmanlands regemente - Livrustkammaren - 10118.tif
73857|186539|M_DIG\M_DIG1000-1999\M_DIG1100-1199|lm_dig1116|Norsk flagg med unionsmärke, 1814-1888, Utställning Brödrafolkens väl, år 2005 - Livrustkammaren - 73857.tif
86344|189407|M_DIG\M_DIG4000-4999\M_DIG4200-4299|hm_dig4240|Portvaktshatten. Utställningen "Smak av svunnen tid" år 2007 - Hallwylska museet - 86344.tif
86499|189557|M_DIG\M_DIG4000-4999\M_DIG4300-4399|sm_dig4381|Exteriörbilder. Vinter - Skoklosters slott - 86499.tif
73909|187463|M_DIG\M_DIG2000-2999\M_DIG2100-2199|lm_dig2178|Revolver - Livrustkammaren - 73909.jpg
86601|191087|M_DIG\M_DIG6000-6999\M_DIG6400-6499|lm_dig6437|Repro ur "Le Noveaux Parfait Marechal" 1770 - Livrustkammaren - 86601.tif
589|207122|M_B\M_B03000-03999\M_B03000-03099|LN_B03010_005890|Begravningsbanér Karl X Gustav - Livrustkammaren - 589.tif
90444|191492|M_DIG\M_DIG7000-7999\M_DIG7100-7199|hm_dig7186|Fajans, koppar, 1700-tal - Hallwylska museet - 90444.tif
87461|190839|M_DIG\M_DIG6000-6999\M_DIG6500-6599|lm_dig6577|Hjullåsbössa Teschen, lås - Firearms III - Livrustkammaren - 87461.tif
8956|201507|M_B\M_B01000-01999\M_B01000-01099|LN_B01091_003971|Bergsmansyxblad, rostangripet - Livrustkammaren - 8956.tif
8884|200290|M_B\M_B00000-00999\M_B00300-00399|LN_B00371_003251|Trollkarlsdräkt, tungutisk eller jakutisk - Livrustkammaren - 8884.tif
43937|204227|M_B\M_B08000-08999\M_B08400-08499|LN_B08465_011345|Flintlåsbössa, Jacob Nussbaum, Stockholm, 1780-talet, låset ändrat till slaglås - Livrustkammaren - 43937.tif
86549|190726|M_DIG\M_DIG6000-6999\M_DIG6300-6399|lm_dig6376|Repro ur "La fin du Cheval" Omslag 1899 - Livrustkammaren - 86549.tif
89098|187221|M_DIG\M_DIG1000-1999\M_DIG1900-1999|hm_dig1976|Porslin. Tallrik. Gulddekor - Hallwylska museet - 89098.tif
17842|208327|M_B\M_B04000-04999\M_B04300-04399|LN_B04332_007212|Sadel, bomsadel - Le Plaie - Livrustkammaren - 17842.tif
89227|188655|M_DIG\M_DIG3000-3999\M_DIG3000-3099|hm_dig3079|Porslin. Två vita fat med guld och blommor i dekoren - Hallwylska museet - 89227.tif
77488|204483|M_B\M_B01000-01999\M_B01500-01599|LN_B01559_004439|Uppbådsfana för Hova socken i Vadsbo härad - Livrustkammaren - 77488.tif
86550|190727|M_DIG\M_DIG6000-6999\M_DIG6300-6399|lm_dig6377|Repro ur "La fin du Cheval" Omslag - Livrustkammaren - 86550.tif
61298|196663|M_B\M_B10000-10999\M_B10800-10899|LN_B10867_013747|Svärd - Livrustkammaren - 61298.tif
70143|199355|M_B\M_B13000-13999\M_B13600-13699|LN_B13698_016578|Snapplåsbössa - Livrustkammaren - 70143.tif
26210|206393|M_B\M_B02000-02999\M_B02300-02399|LN_B02393_005273|Stångbett, av stål, 1500-tal - Livrustkammaren - 26210.tif
87283|190132|M_DIG\M_DIG4000-4999\M_DIG4900-4999|sm_dig4922_3613|Flaska. Serpentin - Skoklosters slott - 87283.tif
35101|200707|M_B\M_B05000-05999\M_B05600-05699|LN_B05694_008574|Hjullåslodbössa, tyskt kulturområde, östra Tyskland (Danzig?) ca 1625-1650 - Livrustkammaren - 35101.tif
17252|192840|M_A\M_A01000-01999\M_A01300-01399|LN_A01312_001312|Flintlåslodbössa - Livrustkammaren - 17252.tif
24373|187892|M_DIG\M_DIG2000-2999\M_DIG2600-2699|lm_dig2645|Gustav IIIs maskeraddräkt - Livrustkammaren - 24373.tif
51712|201031|M_B\M_B00000-00999\M_B00600-00699|LN_B00616_003496|Kilij, Turkiet, 1600-talet. klingan persisk?, 1500-talet? - Livrustkammaren - 51712.tif
76363|186767|M_DIG\M_DIG1000-1999\M_DIG1300-1399|lm_dig1360|Utställning "Små bilar för stora män", år 2005 - Livrustkammaren - 76363.jpg
17540|203891|M_B\M_B01000-01999\M_B01300-01399|LN_B01312_004192|Vaktfana troligen vid Livgardet under Gustav IV Adolfs regering - Livrustkammaren - 17540.tif
26244|206843|M_B\M_B02000-02999\M_B02700-02799|LN_B02733_005613|Vita Örnsorden kraschan - Livrustkammaren - 26244.tif
43882|203500|M_B\M_B07000-07999\M_B07900-07999|LN_B07915_010795|Kristinas kröningshimmel - Livrustkammaren - 43882.tif
60241|200217|M_B\M_B00000-00999\M_B00200-00299|LN_B00297_003177|Liv till Sofia Magdalenas bröllopsklänning, robe de cour - Livrustkammaren - 60241.tif
30577|194631|M_T\M_T07000-07999\M_T07200-07299|sm_t7290_11300|Porträtt. Magnus Brahe - Skoklosters slott - 30577.tif
68923|204100|M_B\M_B01000-01999\M_B01400-01499|LN_B01498_004378|Kompanifana vid Närke-Värmlands regemente - Livrustkammaren - 68923.tif
69709|205384|M_B\M_B09000-09999\M_B09300-09399|LN_B09358_012238|Snapplåslodbössa, lägglås, infjäderslås, Sverige (Rosersberg?) ca 1670 - Livrustkammaren - 69709.tif
90445|191493|M_DIG\M_DIG7000-7999\M_DIG7100-7199|hm_dig7187|Fajans, fat, baksida, 1700-tal - Hallwylska museet - 90445.tif
68970|205868|M_B\M_B01000-01999\M_B01900-01999|LN_B01968_004848|Pumps av silvertyg, kröningssko - Livrustkammaren - 68970.tif
5401|187067|M_DIG\M_DIG1000-1999\M_DIG1600-1699|lm_dig1654|Tändhattsmagasin av mässing - Livrustkammaren - 5401.jpg
26976|195826|M_B\M_B10000-10999\M_B10000-10099|LN_B10053_012933|Bärstol gustaviansk - Livrustkammaren - 26976.tif
86605|191089|M_DIG\M_DIG6000-6999\M_DIG6400-6499|lm_dig6439|Repro ur "?" - Livrustkammaren - 86605.tif
17245|192734|M_A\M_A01000-01999\M_A01200-01299|LN_A01242_001242|Tvåhandssvärd - Livrustkammaren - 17245.tif
90436|191486|M_DIG\M_DIG7000-7999\M_DIG7100-7199|hm_dig7180|Fajans. Stop med lock, 1700-tal - Hallwylska museet - 90436.tif
8586|191865|M_A\M_A00000-00999\M_A00200-00299|LN_A00271_000271|Stav m stridshammare - Livrustkammaren - 8586.tif
90081|188997|M_DIG\M_DIG3000-3999\M_DIG3300-3399|hm_dig3367|Klänningsliv. Foto till boken: Ett sekel av dräkt och mode ur de Hallwylska samlingarna - Hallwylska museet - 90081.tif
910|201897|M_B\M_B06000-06999\M_B06200-06299|LN_B06220_009100|Rock celadongrön - Livrustkammaren - 910.tif
86767|189751|M_DIG\M_DIG4000-4999\M_DIG4500-4599|hm_dig4531_6426|Kopp med fat. Zyrich. Schweitz - Hallwylska museet - 86767.tif
25335|190602|M_DIG\M_DIG6000-6999\M_DIG6200-6299|lm_dig6237|Dokumentation, utställningen "Den oumbärliga väskan" - år 2008 - Livrustkammaren - 25335.tif
60862|202103|M_B\M_B06000-06999\M_B06500-06599|LN_B06507_009387|Gustav II Adolfs Lützenkyller - Livrustkammaren - 60862.tif
73908|187451|M_DIG\M_DIG2000-2999\M_DIG2100-2199|lm_dig2166|Detalj snapplåslodbössa, v sida - Livrustkammaren - 73908.jpg
77117|192313|M_A\M_A00000-00999\M_A00700-00799|LN_A00729_000729|Skor - Livrustkammaren - 77117.tif
8568|185467|M_A\M_A00000-00999\M_A00000-00099|LN_A00091_000091|Sabel - Livrustkammaren - 8568.tif
87941|191251|M_DIG\M_DIG6000-6999\M_DIG6900-6999|hm_dig6904|Interiör rökrummet - Hallwylska museet - 87941.tif
86102|190709|M_DIG\M_DIG6000-6999\M_DIG6300-6399|lm_dig6359-11651|Jakttrofé - Skulpterat huvud m. kronhjortshorn - Livrustkammaren - 86102.tif
87072|189907|M_DIG\M_DIG4000-4999\M_DIG4700-4799|hm_dig4711_7004|Korg för spelkort - Hallwylska museet - 87072.tif
50041|187879|M_DIG\M_DIG2000-2999\M_DIG2500-2599|lm_dig2585|Miniatyrporträtt, Karl X Gustav - Livrustkammaren - 50041.tif
59265|187353|M_DIG\M_DIG2000-2999\M_DIG2000-2099|lm_dig2057|Utställning, 5 crossning borders, år 2005 - Livrustkammaren - 59265.tif
9360|199746|M_B\M_B05000-05999\M_B05100-05199|LN_B05131_008011|Gunghäst - Livrustkammaren - 9360.tif
1461|197563|M_B\M_B11000-11999\M_B11700-11799|LN_B11740_014620|Ordenskedja, 1 kl., Vita Lejonets orden, Tjeckoslovakien - Livrustkammaren - 1461.tif
26038|201086|M_B\M_B00000-00999\M_B00600-00699|LN_B00673_003553|Muskötlåsskydd - Livrustkammaren - 26038.tif
9574|202849|M_B\M_B07000-07999\M_B07200-07299|LN_B07271_010151|Flintlåspistoler - Livrustkammaren - 9574.tif
465|204794|M_B\M_B01000-01999\M_B01700-01799|LN_B01770_004650|Jakthorn, krutflaska - Livrustkammaren - 465.tif
86493|189506|M_DIG\M_DIG4000-4999\M_DIG4300-4399|sm_dig4378|Exteriörbilder. Vinter - Skoklosters slott - 86493.tif
78067|202927|M_B\M_B07000-07999\M_B07300-07399|LN_B07349_B10229|Borrsväng - Livrustkammaren - 78067.tif
49399|186874|M_DIG\M_DIG1000-1999\M_DIG1400-1499|lm_dig1468|Utställningsbild Fäktutställningen - rum 6 - fäktsalen - Livrustkammaren - 49399.tif
51895|206564|M_B\M_B02000-02999\M_B02400-02499|LN_B02446_005326|Hillebard - Livrustkammaren - 51895.tif
42147|187371|M_DIG\M_DIG2000-2999\M_DIG2000-2099|lm_dig2075|Utställning, 5 crossning borders, år 2005 - Livrustkammaren - 42147.tif
87531|190964|M_DIG\M_DIG6000-6999\M_DIG6700-6799|lm_dig6713|Till boken - utställningen Kunglig Vintage - Livrustkammaren - 87531.tif
18398|206155|M_B\M_B09000-09999\M_B09800-09899|LN_B09892_012772|Flankpansar, höger, ingående i Sigismund Augusts rustningsgarnityr för man och häst - Livrustkammaren - 18398.tif
34997|208673|M_B\M_B04000-04999\M_B04600-04699|LN_B04644_007524|Dubbelstudsarpipa för patron med stiftantändning, Leopold Bernhard och Thomas, Paris, 1867 - Livrustkammaren - 34997.tif
52910|198430|M_B\M_B12000-12999\M_B12500-12599|LN_B12596_015476|Halvbild flintlåsbössa - Livrustkammaren - 52910.tif
26550|200801|M_B\M_B05000-05999\M_B05700-05799|LN_B05793_008673|Hjullåsstudsare med pipa av Nicolaus Fichtner, Dresden 1649 - Livrustkammaren - 26550.tif
77927|200962|M_B\M_B05000-05999\M_B05900-05999|LN_B05949_008829|Barndräkt av sidenrips i grågul färg - Livrustkammaren - 77927.tif
89070|189084|M_DIG\M_DIG3000-3999\M_DIG3400-3499|hm_dig3454|Fotografi av Wilhelmina von Hallwyl, f. Kempe - Hallwylska museet - 89070.tif
52818|197531|M_B\M_B11000-11999\M_B11600-11699|LN_B11676_014556|Bogstycke - Livrustkammaren - 52818.tif
51848|205875|M_B\M_B01000-01999\M_B01900-01999|LN_B01976_004856|Lakejsko, pumps, gjord av mörkbrunt getskinn - Livrustkammaren - 51848.tif
44103|195948|M_B\M_B10000-10999\M_B10100-10199|LN_B10125_013005|Flintlåshagelbössa med lås av Domenico Guisasola - Livrustkammaren - 44103.tif
13974|187379|M_DIG\M_DIG2000-2999\M_DIG2000-2099|lm_dig2083|Detalj lås-kolv flintlåspistol - Livrustkammaren - 13974.jpg
13908|186137|M_DIG\M_DIG0000-0999\M_DIG0600-0699|lm_dig0628|Barnvagn sjuglasvagn, snett framifrån - Livrustkammaren - 13908.tif
90443|191491|M_DIG\M_DIG7000-7999\M_DIG7100-7199|hm_dig7185|Fajans, flaska, 1767 - Hallwylska museet - 90443.tif
67804|186786|M_DIG\M_DIG1000-1999\M_DIG1300-1399|lm_dig1379|Utställning, "Prinsessor", år 2005 - Livrustkammaren - 67804.jpg
85627|186182|M_DIG\M_DIG0000-0999\M_DIG0600-0699|sm_dig0698|Dokumentation. Braheska rustkammaren - Skoklosters slott - 85627.tif
27195|198082|M_B\M_B12000-12999\M_B12200-12299|LN_B12243_015123|Infanteriofficersvärja, ca 1765-1772 - Livrustkammaren - 27195.tif
35459|205277|M_B\M_B09000-09999\M_B09200-09299|LN_B09274_012154|Tvåhandssvärd - Livrustkammaren - 35459.tif
41482|187878|M_DIG\M_DIG2000-2999\M_DIG2500-2599|lm_dig2584|Miniatyrporträtt, Desideria, serafimerorden kraschan - Livrustkammaren - 41482.tif
379|201332|M_B\M_B00000-00999\M_B00900-00999|LN_B00910_003790|Hjullåspistol, Paul Paindevlé, Vitré ca 1625 - Livrustkammaren - 379.tif
78706|199469|M_B\M_B13000-13999\M_B13700-13799|LN_B13739_016619|Revolvrar - Livrustkammaren - 78706.tif
87612|191018|M_DIG\M_DIG6000-6999\M_DIG6700-6799|lm_dig6768|Till boken - utställningen Kunglig Vintage - Livrustkammaren - 87612.tif
86554|190731|M_DIG\M_DIG6000-6999\M_DIG6300-6399|lm_dig6381|Repro ur "Le Cheval et L´amazone" - Livrustkammaren - 86554.tif
18792|199569|M_B\M_B13000-13999\M_B13800-13899|LN_B13832_016712|Revolverbössa för 5 skott, slaglås och med fällbar bajonett - Livrustkammaren - 18792.tif
26461|208903|M_B\M_B04000-04999\M_B04900-04999|LN_B04903_007783|Värja, sammansatt av ursprungligen ej samhörande delar, nederländsk-svensk typ, Tyskland - Livrustkammaren - 26461.tif
59958|191898|M_A\M_A00000-00999\M_A00300-00399|LN_A00347_000347|Snapplåslodbössa, lägglås, infjäderslås - Livrustkammaren - 59958.tif
78066|202917|M_B\M_B07000-07999\M_B07300-07399|LN_B07339_B10219|Svansskruv - Livrustkammaren - 78066.tif
18545|197232|M_B\M_B11000-11999\M_B11300-11399|LN_B11362_014242|Knäbyxor, Serafimerordensdräkt - Livrustkammaren - 18545.tif
89086|187211|M_DIG\M_DIG1000-1999\M_DIG1900-1999|hm_dig1966|Ler- och stengods. Urna med lock. Svart - Hallwylska museet - 89086.tif
77954|201896|M_B\M_B06000-06999\M_B06200-06299|LN_B06219_009099|Gustav IIIs häst Kaulbars - Livrustkammaren - 77954.tif
25086|188546|M_DIG\M_DIG2000-2999\M_DIG2900-2999|lm_dig2917|Detalj, ryttarhjälm - Livrustkammaren - 25086.tif
26614|202015|M_B\M_B06000-06999\M_B06400-06499|LN_B06433_009313|Den yttersta av Gustav II Adolfs Lützenskjortor - Livrustkammaren - 26614.tif
39654|186666|M_DIG\M_DIG1000-1999\M_DIG1200-1299|lm_dig1259|Detlaj, Bethlen Gabor - Livrustkammaren - 39654.tif
17185|192203|M_A\M_A00000-00999\M_A00600-00699|LN_A00642_000642|Pikskaft - Livrustkammaren - 17185.tif
35513|206267|M_B\M_B09000-09999\M_B09800-09899|LN_B09814_012694|Slaglåsgevär - Livrustkammaren - 35513.tif
56763|187027|M_DIG\M_DIG1000-1999\M_DIG1600-1699|lm_dig1630|Tändhattsmagasin av mässing - Livrustkammaren - 56763.jpg
