KueId|KueVorNameS|KueNameS|KudDatierungS|KudJahrVonL|KudJahrBisL|KudOrtS|KudLandS|KueFunktionS|ObjId
18379||Lindgren||||||herr|47637
18427|Johan B|Lindroth||||||svärdfejare|46466
18434|Inga|Lindskog||||||fru|39429
18435|Nils Felix August|Lindskog||||||marinläkare|39429
18436|Anders|Lindskog||||||beslagssmed|47529
18437|Fritz|Lindström||||||konstnär|53477
18446|N O|Lindström|||||||49552
18452|Waldemar|Lindström|||||||16699
18462|Per Henrik|Ling||||||professor|42194
18520|Pieter|Loos||||||svärdfejare|42270
18534|Christian|Lorentz||||||körsnär|55839
18537|C J|Lorentz||||||hattmakare|46868
18574||Louise av Sverige||1889|1965|||drottning|53917;51621;63984;51845;51799;63792;51604;51838;47807;51839;56902;57090;51849;51617;51597;51835
18575||Louise av Sverige, drottning av Danmark|*31.10.1851|1851||Stockholm|Sverige|drottning av Danmark|40470;40471;36933;39210;37027;37028;37343;38393;37180;38391;37954;36687;46146;36931;52180;36934;37330;36936;38346
18589||Makino|||||||53866
18598|H|Malchair||||||bössmed|41302
18614|Pierre Joseph|Malherbe dit Goffontaine||||||bössmed|52789
18628|F W|Malm||||||telegrafkomissarie|44394
18650|Johann|Louroux||||||Överste, vapenhandlare|26653
18653|James|Low||||||pistolsmed|40939;40940;40954
18678||Lovisa av Sverige|*5.8.1828|1828|1871|Haag|Nederländerna|drottning av Sverige|57615;58993;56829;53885;41391;41396;64082;37456;57428
18684||Lovisin||||||friherre|49345
18692||Lovisa Ulrika av Sverige|*24.7.1720|1720||Berlin|Tyskland|drottning|37501;24508;64115;52167;52172;39015;37498;67840;37646;24528;24529;67862
18711|Giovanni|Lucifora||||||konsthandlare|11498;11499;11346;11500;11497
18747||Luise av Baden||||||storhertiginna|39243
18753|Ivan|Lukosjin|||||||44088
18761|Johan|Lund||||||Löjtnant|44386
18772|Petter Ersson|Lund||||||guldsmed|16532
18773|Fredrik|Lund||||||kvartermästare|53620
18775|Erik|Lundberg||||||professor|38306;38280;38302;38301;38329;38330
18776|Jakob S|Lundberg||||||guldsmed|46466
18779|Gustaf L|Lundberg||||||Hovmålare|24508
18781|Erik|Lundberg|||||||47115;47109
18842|H|Marcus||||||Antikhandlare|45158;45156;45157;45161;46214
18851|Michiel|Mierevelt||||||konstnär|14104
18857|Pierre|Mignard||||||konstnär|24476;24470
18858||Maximilian II (Emanuel)||||||kurfurst|51355
18865|Mikael (Michael)|||||||jägmästare|68597
18867||Mikael Fedorovitj av Ryssland||||||tsar|42734
18877|Johan Fredrik|Lundh||||||Kyrkoherde|47652
18883|Olof C|Lundholm||||||hovkvartermästare|38608;39462;39472;38531
18887|Augusta|Lundin||||||sömmerska|7937;55617;55612;55611;51858;51859;55672;8260
18911|J O|Lundquist|||||||13477;17476
18913|Anders Petter|Lundqvist||||||guldsmed|37661
18914|C G|Lundqvist||||||Överstelöjtnant|53244;54380
18916|C|Lundqvist||||||brukspatron|53244
18959|Johannes|Lutma|||||||16980
18965|Frans|Luyckx (Leux, Lux, von Luxenstein)|1604 - 1668|1604|1668|||konstnär|24195
18971||Ludvig VI av Hessen-Kassel||||||lantgreve av Hessen-Kassel|47439;47435
18974||Ludvig XIII av Frankrike||||||kung|40824;40823;41949
18975||Ludvig XIV av Frankrike||||||kung|54098;40175;40174;40176;39699;40173;40172;54114;40650;40097;40095;45432;53698;42881;47230;40089;54122;54120;40647;40644;40649;40648;54123;47692;45421;43796
18977||Ludvig XVI av Frankrike||||||kung|42226
18982|Harald|Lübecker||||||bergsman|47168
19028|Stina|Löf||||||modist|46803
19049|Ingolf (Gustaf Kristian I)|Lönnberg|1867*-1930+|1867|1930|Karlshamn|Sverige|lasarettsläkare|47828;47820
19086|Nicolaes|Maes|1632 - 1693|1632|1693|Dordrecht - Amsterdam|Nederland|Konstnär|13423
19098||Magdalena Sibylla av Sachsen||||||prinsessa|31640
19110||Magnus av Östergötland||||||hertig|59744;59745;59743;59748;59749;59752;59751;59754
19111||Magnus Ladulås av Sverige||||||kung|61248;61249;44554;61251;61250;62801;39545;61294;61291;61293
19162|Isaac|Malmborg||||||guldsmed|37027
19168|Adrien (Jacques A)|Masreliez||||||bildhuggare|52167
19173|André|Massena||||||furste, marskalk|45909
19177|Alexandre|Masson (Mascon, Masscu)||||||bössmed|40175;40099;40172
19195|Nils|Malmqvist||||||Skomakare|64004
19198|Hilma|Malmström||||||modist|46827;46828;46805
19235|Karel van|Mander||||||konstnär|31640;22940;22937;22936;22939;22938
19279|Peter Ernst von|Mansfeld||||||greve, fältmarskalk|41578
19313||Margareta av Sverige||1882|1920|||kronprinsessa|36520
19314||Margaretha fru Ambler|1934-10-31|1934||Haga slott|Sverige|prinsessa|68762;68749;68760;68761;68766;68764;68765;68740;68741;68742;68744;68746;68747;68763;68772;68777;68759;68776;68757;68755;68753;68751;68750;68739;68737
19332||Maria Elisabeth||||||pfalzgrevinna|56285
19341|Vicenzo|Mariano||||||bössmed|39502
19349||Maria Theresia av Österrike||||||kejsarinna|52178;52229;40662
19354|Johan August|Meijerfeldt||||||greve, fältmarskalk|45427
19360|Martin|Meijtens (Mijtens) d.ä.||||||konstnär|23091;24457
19370||Melander||||||Redaktör|40258;59875;69638
19385|Waldemar|Melin||||||herr|40931
19388|G|Melin||||||herr|51993
19389|Olof Werling|Melin||||||överste|40207
19390|S|Melin||||||överstinna|40207
19399|Georg (Jörgen)|Mellentin||||||svärdfejare|45168
19467|A|Mariette||||||Vapentillverkare, bössmed, pistolsmed|40931
19495|Johan Peter|Markman (Marckman)||||||bössmed|40878
19573||Marson||||||klingsmed|48255
19590|Abraham|Martin||||||konstnär, gravör|37695
19591|Fredrik Robert|Martin|*1868|1868||Stockholm|Sverige|Fil.dr, konstsamlare|54173;61132;46265;43889;37695;39093;42017;43821;63505;43797;63509;63479;46266
19592|Henri|Martin||||||bössmed|42842
19601|Alonzo|Martinez||||||hovbössmed|39486
19611|Juan|Martinez-Munchaka (Mentrarca)||||||klingsmed|41685
19620|Jacqueline|Martin|||||||51839
19694|Mas|Massön|||||||39594
19750|Aert|van der Neer|1603 - 1677|1603|1677|Gorinchem - Amsterdam|Nederland|Konstnär|14130
19756|Filippo|Negroli||||||harnesksmed|54579
19797|Alfred Leonard|Matsson||||||Konsthandlare|11519;17856;40208;17460;18374;17872;17698;13496;17425;13495
19837|Helena|Militz (Melits)||||||pärlstickarehustrun|53269
19845||Millberg||||||änkefru|55965
19846|Ruprecht|Miller||||||guldsmed|36462;36463;36464;36459;36465;36697
19850|G|Miller||||||bössmed|40362
19868|Nicolaes|Millich||||||hovskulptör|44239;59834
19921|A|Michelsen||||||hovjuvelerare|37335
19974||Maximilian I Joseph av Bayern||||||kung|54679
19987|Vincenz|Mayer||||||hovjuvelerare|16558
19997||Mayer||||||Skomakare|54135
20028||Mazelier||||||pistolsmed|41202
20077||Maria Eleonora av Sverige|*11.11.1599|1599||Königsberg||drottning|43859;44544;43867;43865;67775;43866;42652;42653;56265;48127
20080|Jacques de|Meaux||||||konstnär|52167
20084|Inga Christina|Meck f. Wrangel||||||fru|53464
20087|Johann Samuel|Meckel||||||bössmed|41065
20128|Johan Franz|Meidinger||||||hovbössmed|49666;40190;42931;53828;40147;40135;39490;41383;41382;46591;41384;46593
20130|Felix|Meier (Meyer)||||||bössmed|40197;41858
20135|Clemens|Meigen||||||klingsmed|40957
20136|Johannes|Meigen||||||klingsmed|41771;40957
20168|Matthaeus|Merian|1593 - 1650|1593|1650|Frankfurt am Main|Tyskland|kopparstickare mm|21419
20169|Matthaeus|Merian|1621 - 1687|1621|1687|Frankfurt am Main|Tyskland|konstnär|24407;23497;21416;22998
20176|Kristoffer|Merker||||||Gördelmakare|23037;21912
20229|Sigurd Adolf Gustafsson|Nauckhoff||||||civilingenjör|63127
20245|W. Keith|Neal||||||Vapensamlare, författare|42943
20265|Martinus|Nellius||||||Konstnär|13433
20275|Georg (Göran, Görgen,)|Metzger||||||bössmed|52602
20292|Maggie|Meurling, f. Hedberg|1876 - 1967|1876|1967|||Fru|69552
20303|Otto Johan Fredrik|Meyer||||||gjutare|18029
20324||Moroni||||||Skomakare|57087
20336|Johan Wilhelm Friso|Nassau-Dietz||||||prins|41224;41225
20346|Henrik J|Nauckhoff||||||Friherre|49842
20348|Wilhelm (Hans Filip)|Nauckhoff||||||kapten|40638
20372|von|Nesewand||||||Löjtnant|45470
20374|Nils Nilsson|Nessle||||||Antikhandlare|46492;46039
20409|Friedrich Elias|Meyer|||||||17470;17519;17442;17421
20430|Emil Bruno|Meyrowitz||||||optiker|36794
20435|Knut Gottlieb|Michaelsson|1841* - 1915+|1841|1915|Stockholm|Sverige|brukspatron|46256
20461||Mir Khan||||||pipsmed|44328
20467|Mohammed al|Misri||||||klingsmed|44084;44115;43818
20486|I Ch|Mniszech||||||grevinna|23001
20495|Gösta|Moberg||||||Löjtnant|52281
20522|Claes Cornelisz|Moeyaert||||||konstnär|24756
20532||Mohammed III es Sadok ben Hassine av Tunisien|1814* - 1882+|1814|1882||Tunisien|bej|64378;43233;45642;36687
20556||Mohr & Speyer|||||||8301
20562|Louisa (Louise)|Moillon||||||konstnär|31110
20567|N A|Molander||||||revolvermakare|40931
20578|Christoffer Henric|Molien||||||sjökapten|53748
20596|M|Molvidsson||||||konsthandlare|11536;11676;43762
20626|Pierre|Monlong||||||bössmed|45798;39422;39421
20639|Peter|Monsit||||||klingsmed|42001
20665|Gustaf Adolf|Montgomery||||||Landshövding, överste|42814
20667|R|Montgomery||||||greve|56655
20772|Robert|Moray|||||||41652
20778|Jean Victor|Moreau||||||general|45925
20782|Paulus|Moreelse|1571 - 1638|1571|1638|Utrecht|Nederland|Konstnär|13887
20798|Jacob|Mores||||||guldsmed, kopparstickare|56381;67938
20800|Antonio|Moreta (Moreta,Moreti,Moretti,Moretto)||||||bössmed|43367
20824|Johan Georg|Morgenroth||||||bössmed|48164
20842|Johannes|Moritz||||||hovbössmed|41183;41182
20847|Johann Valentin|Moritz||||||bössmed|46173;53888
20852||Moritz av Oranien||||||prins|41578;45163
20854||Moritz||||||fältmarskalk, greve|58241;58240;58238
20870||Mortimer & Hunt||||||guldsmed|37012
20892|Jean Baptiste F de|Morville||||||greve, ambassadör|52168
20958||Muhammed Ali (Mehemed Ali)||||||pascha|43829;43778
20962||Muhammed||||||pascha|44302
20977|Pieter|Mulier d.ä.|1610 - 1659|1610|1659|Haarlem|Holland|Konstnär|13426
20983|Frederic|Muller|||||||14138;14103;13892;14104;14129;14128;14130;14057;20218;14123;14187;14186;14143;14157;14146;14152;14055
20989|Adolf Fredrik|Munck||||||greve, hovstallmästare|60162
21000|Peter|Munich||||||klingsmed|41903;46704;51856;33364;41949
21007|Peter|Munnich||||||klingsmed|47678
21008|Hendrick|Munnichhoven||||||konstnär|24374
21011|Peter|Munsten||||||klingsmed|43185;41747
21033|Thomas|Murdoch||||||bössmed, pistolsmed|40951
21040||Muros||||||pipsmed|47684
21047|R|Murray|||||||41652
21058|Michiel van|Musscher|27.1.1645 - 20.6.1705|1645|1705|Rotterdam - Amsterdam|Nederland|Konstnär|14157
21059|Valentin Platonovic|Mussin Puschkin||||||rysk minister, greve|40190
21062||Mustafa Sahib Hussein||||||klingsmed|44194
21063||Mustafa||||||pipsmed|44302
21081|Giesu|Mutti||||||bössmed|41384
21099|W F|Mueller||||||guldsmed|38140
21100|Georg|Müller||||||bössmed|52822
21143|Carl|Müller|||||||18128;18426
21164|Magnus|Myrman||||||guldsmed|17046
21206|Bengt|Mård||||||bössmed|54408;47892;53238
21233||Märtha av Sverige|*28.2.1901|1901||Stockholm|Sverige|prinsessa|63792
21243|Gustaf|Möllenborg|18.4.1796 - 13.4.1851|1796|1851|Stockholm|Sverige|Hovjuvelerare|36597;16153;13632;43255;16504;17221;16559;17222;17216;47221;46039;13935;16376;17028
21251|P von|Möller||||||herr|42495
21271|Augusta Margareta|Mörner, f.Virgin|21.11.1793 - 13.4.1876|1793|1876|||Statsfru|41312
21272|Carl Birger|Mörner||||||Författare, konsul|42118;41862
21273|Carl|Mörner||||||greve, fältmarskalk|55193
21274|Carl Otto|Mörner||||||friherre, överste|45666;45667;36595
21276|Gustaf Fredrik|Mörner||||||greve, general|41312;37052
21277|Hampus Elof|Mörner||||||greve, general|39445
21300|Samuel|Naef||||||värdshusvärd|66660;38952
21301|Regina|Naef-Martin||||||fru|45187;38953
21306|Emile|Nagant||||||Vapentillverkare|70202
21309||Nagel||||||hovbössmed|40588
21314|Laszlo|Nagy||||||pistolsmed|41215
21323||Napoleon III av Frankrike||||||kejsare|46155;46154;52008;47890;37299
21327||Napoleon I av Frankrike||||||kejsare|45185;48765;48762;46133;46132;49186;40429;24628
21340||Nasr-ed-Din||||||shah|38163
21341|Karl von|Nassau-Siegen||||||prins, amiral|43850;42944
21357|Catherine de|Neufville d'Harcourt-Armagnac||||||hertiginna|24475
21360|Herman|Neujd||||||konstnär, skulptör|37735
21361|Johan|Neumann||||||kopparstickare|60021;60020;60019
21369|Gudmund|Nystrand||||||bössmed|44042;68570
21382|Anna B|Nyström||||||konsthandlare|11538
21401|Jakob|Wassenaar van Obdam||||||friherre|22940
21438|Adam|Oehlenschläger (Öhlenschläger)||||||Professor, författare|37112
21457|Jonas|Ofrell||||||Präst, uppfinnare|40215;45899;45137;40213
21471||Oskar I av Sverige-Norge|*4.7.1799|1799||Paris|Frankrike|kung|69295;64006;40362;39324;51696;41950;46129;68312;42167;37028;42184;42182;42239;49176;50102;46140;40351;48765;41163;40210;67871;42245;47154;39074;38384;42577;68020;40135;65950;41976;44062;41467
21516|Michel|Ney||||||marskalk|45907
21524|Sven Adolf|Norling||||||Överdirektör|33683
21551|M|Norrström|||||||54428
21554|Reinhold|Norstedt||||||konstnär|47992
21583||Nostitz||||||greve, ambassadör|56288
21592|Franz|Nowak||||||bössmed|40766
21599|Matthias|Nowotny||||||bössmed "Hoflieferant"|41271
21612|Jakob|Nussbaum||||||bössmed|40207;40185;47813;54292;46670;42961
21613|Moritz Friedrich|Nussbaum||||||bössmed|54292;40185;41268;46598
21689|Johan|Nieroth|||||||23515
21693|Adriaen van|Nieulandt||||||konstnär|23239
21710|Jon|Nilsson||||||jägmästare|40821
21717|N|Nilsson||||||Antikhandlare|46568;42158;45808
21772|Jungen|Nippes||||||klingsmed|47422
21779||Nikolaus I av Ryssland||||||tsar|42927
21785||Nishigori|||||||53866
21815||Noel|||||||17856
21825|Hans|Nolte (Nulte,Nolde)||||||bössmed|39318
21828|B|Nomell|||||||10464
21834|Carl Georg|Norberg||||||svärdfejare, damaskerare|36668
21855|F.A.|Nordeman||||||veterinär|60983;52894;60235
21871|Axel|Oxenstierna af Södermöre||||||greve, rikskansler|44311;41346;40157;46557;41723;23364;41747;52733;39719;39718;52898;69913;55423;40941;43789;39782;44307;39781;46542;46546;52176;40163;59096;39720;41758;41753;46316;56539
21872|Axel|Oxenstierna||||||friherre, överhovjägmäst.|65741;62784
21874|Gabriel|Oxenstierna||||||greve, riksmarskalk|39629;41582;39628
21875|Gabriel Bengtsson|Oxenstierna||||||greve|42271
21876|Gustaf Göran Gabriel|Oxenstierna|1793 -1860|1793|1860|Värnbergs gård|Sverige|greve, ceremonimästare|42146;56082
21877|Gustaf Gabrielsson|Oxenstierna||||||greve, krigsråd|45929;45930
21878|Jöns Bengtsson|Oxenstierna||||||Ärkebiskop|59096
21879|Johan Gabriel|Oxenstierna||||||greve, riksmarskalk|55972
21880|Johan|Oxenstierna||||||greve|42458;31269;42484
21887|Carl Wilhelm|Pereswetoff-Morath||||||Kammarherre|70209;70207;70210
21912|Gavrila|Permjakov (Permiakof,Permjak)||||||bössmed|41248;42944
21939|William|Perry||||||pistolsmed|41152
21961|Olga|Persson|||||||48437;48456
21993|Otto Henrik|Nordenskjöld|1747* - 1832+|1747|1832||Sverige|Viceamiral|46888
22010|Karl Vilhelm|Nordgren||||||konstnär|24801;23107;24794
22017|Johan Magnus af|Nordin||||||Landshövding|45802
22029|R A|Nordlund||||||kronotorpare|47105
22041|Reinhold|Nordstedt||||||konstnär|46082
22043|I|Nordstedt||||||bössmed|40436
22086|Matheus|Nutten||||||bössmed|40821
22096|Gustaf Adolf|Nyblaeus||||||generalmajor|55251
22099|Jeanne Sophie|Nyblaeus f. Podhorsky||||||fru|55251
22100|Anna Elisabeth|Nybom f Sundberg||||||brodös|67884
22102||Nycander||||||Antikhandlare|41098
22116||Oscar II av Sverige(-Norge)|*21.1.1829|1829|||Sverige|kung|40201;40362;41601;48059;42160;50003;50004;66252;42259;37262;45927;53753;42078;37326;42961;37325;47536;41044;40351;38163;46500;41163;40210;43643;45815;45817;48068;49921;51705;51707;37238;42753;42158;55897;53747;50055;42150;42088;43620;43621;37332
22134|Frants E|Oldenburg||||||gulddragare|57993
22136|Henrik Jan Antoni Raedt van|Oldenbarnevelt|||||||13447;14103
22138|Sven Johan|Oldevig||||||kapten|37236
22141|Anna|Oldrau|||||||16416
22155|Jürgen|Ollich||||||klingsmed|50212;41688;50204;50205
22156|Johannes|Ollich||||||klingsmed|40883;32938
22168|Nils|Olofsson (Olsson)||||||kronotimmerman|54446
22170|Lars|Olofsson (Olsson)||||||pipsmed|49006
22208|Catharina Albertina Ulrika Gunilla (Kathy) af|Petersens||||||fröken|45643
22211|Selma|Petersson||||||gjuterska|16699;17476
22216|M|Petit||||||harnesksmed|52108
22255|Ludvig F|Olsen||||||konsthandlare|13462;13467
22275|Wilhelm|Olsson||||||herr|41925
22319|Ebba|Olsson||||||modist|16023
22334|Omar|||||||klingsmed|44154
22361||Orfeus|||||||56014;40627
22379|J G|Ormested||||||herr|41858
22380|Waterman Lily|Ormsby|1809* - 1883+|1809|1884|||konstnär|41283
22417|Oscar Carl August|Bernadotte|*15.11.1859|1859||Drottningholms slott|Sverige|prins Bernadotte|44194;43774;43753;41364
22432|Isaac|van Ostade|1621 - 1649|1621|1649|Haarlem|Nederland|Konstnär|14141
22437|Friedrich|Ostermann||||||bössmed|41134
22490|Bengt|Oxenstierna||||||greve, generalguvernör|39668;32652
22509|L|Paar|||||||38024;38026
22531||Pages||||||guldsmed|39482
22546|Paul|Paindevlé||||||pistolsmed|54182
22551||Pakubuwana VII av Surakarta||||||susuhunan|40631
22552||Pakubuwana X av Surakarta||||||susuhunan|40632;40633;40631
22554|Anthonie|Palamedesz|1601 - 1673|1601|1673|Delft - Amsterdam|Holland|Konstnär|14186
22573|Carl Ulrik|Palm||||||konsthandlare|14138;17457;14130;17971;14137;17908;17382;17060;14143;11521;14158;17806;13500;14157;13423;13821;14055;17411;17592;13433;13892;17493;17968;13465;14057;13447;17867;20218;17879;11621;14150;13483;16948;13487;14103;17799;14104;14129;14128;17541;14123;17601;14120;17815;17404;14147;14146;14141;14166;17403;13890;14152;13889;14186;17566;17303;17046;17305;13426;11340;16273;17798;11341
22583|G T|Palm||||||Skomakare|52126
22607||Palmgren||||||Kyrkoherde|60247;60248;60259
22615|Elias|Palmros||||||gardist|37281
22618|Nils Fredrik|Palmstierna||||||Generallöjtnant|37095
22656|Hindrich|Pannijk||||||sadelmakare|45168
22664|Juan|Pantoja de la Cruz||||||konstnär|24196
22705|Johann Georg|Platzer|1704 - 1761|1704|1761||Österrike|konstnär|24528;24529
22728|Johan Frans|Pollett||||||Generallöjtnant|46500
22776|Crispin de|Passe (Pas)||||||konstnär|23239;23240;23241
22777|Simon de|Passe (Pas)||||||konstnär|32293
22779|Lorens|Pasch d.ä.|1702 - 1766|1702|1766|Stockholm|Sverige|Konstnär|53876
22780|Lorens|Pasch d.y.|1733 - 1805|1733|1805|Stockholm|Sverige|Konstnär|39314;32341
22782|Johan|Pasch||||||konstnär|52167
22787|von|Paseck||||||Löjtnant|45470
22798|Jacob|Pasquier (se Paquet,Paquier)||||||damaskerare|59744;59745;59985;59743;59748;59749;59990;59981;59993;59987;59752;59751;59754;59982;59984;59980;59992
22810|Heinrich|Pather (Poeter, Paether)||||||klingsmed|47378
22908|Holden|Pedersen||||||bössmed|52790
22909|Johan|Pedersson (Pedhersson)||||||guldsmed|36698;44494;44495
22910|Johan|Pedherson||||||schatullmakare?|36698
22953|Bonaventura|Peeters d.ä.|1614 - 1652|1614|1652|Antwerpen - Hoboken|Belgien|Konstnär|11621
22974||Pelt|||||||32843
22977|Georg|Pencz||||||kopparstickare|41989
22984|Francois|Penel||||||bössmed|48003
22993|Francois|Peniet||||||pistolsmed|45642
23079|Anthoine|Peseto||||||svärdfejare|41927
23088|Johann|Peter||||||bössmed|40224
23089|Andreas|Peter||||||stålsnidare|39146
23119|Cornelis "Brusco" "Satyro"|van Poelenburgh (Poelenborch)|1586 - 1667|1586|1667|Utrecht|Nederland|Konstnär|14138;14143
23153|Victoria Patricia|Ramsay||||||lady|36520
23164|Jesse|Ramsden||||||optiker|46500
23170||Ramunder|||||||41786
23190|Jean|Rapp||||||greve, general|45756
23204|Sören|Rasmussen||||||bössmed|39630
23280||Rainkin||||||bössmed|46536
23332|Theophilus|Richards||||||bössmed|47282
23431|Johann Ernst|Pfau|||||||13513;13471
23432|Johann Petter|Pfeffer||||||hovsaldelmakare|52167
23448|Caroline|Pflaum|28.10.1816 - 9.2.1909|1816|1909|Nürnberg - Södertälje|Tyskland - Sverige|Fröken|4814;4274
23460|Eberhard|Philipp||||||matematiker|46316
23488|Philpus, Filippus|||||||hillebardsmed|70363;70362;42513
23503|Antonio|Piccinino||||||klingsmed|37791
23509|Ottavio|Piccolomini av Amalfi||||||hertig, fältmarskalk|23497
23544|Nicolas|Pierron||||||bössmed|41202
23566||Pigrau||||||låssmed|48151
23583||Philip III av Spanien||||||kung|24196
23615|Nicolas|Pineau||||||vagnmakare|52172
23626|Carl Fredrik|Piper|1700 - 1770|1700|1770|||greve, president|37542;39623
23628|Edvard (Carl E.Vilhelm)|Piper||||||greve|45161;46214;45156;45157;40954;45158
23633|Carl|Piper||||||greve, riksråd|32683
23637|Christina Charlotta|Piper||||||grevinna|21633
23652|Gustaf Adolf|Reuterholm||||||friherre|39216
23657|Arent|Reutercrantz||||||hovstallmästare|39539
23667|Hernandez|Roque||||||klingsmed|46541
23687|Thomas|Piquot||||||gravör|41982;41981;41980
23688|Bertrand|Piraube||||||bössmed|63138;47230;40173;40845;40844;60197
23699|Francois|Pirmet (Piremet, Pirnel, Pirmel)||||||bössmed, svärdfejare|42316
23708||Peter I "den store" av Ryssland|*9.6.1672|1672||Moskwa|Ryssland|tsar, imperator|63572;63570;39483;44087;60996
23724|Mathias Conrad|Pistor||||||bössmed|42943;41228
23766|Carl|Plageman||||||pärlstickare|62170;61716;62169;61718
23771|Joseph|Planer||||||bössmed|47084
23780|Anders|Planting-Bergloo||||||general|53611
23785|Carl-Erik von|Platen||||||friherre, 1.hovstallmästare|45505;45497
23796|J|Richards||||||fotograf|14318
23806|F X|Richter||||||pistolsmed|41398
23823|Georg|Riddersporre||||||pipsmed|47804;39641;39623
23831|Hedvig Carolina|Ridderstolpe||||||friherrinna|56230
23885|H|Ponscarme|||||||37299
23925|Jan|Porcellis|1585 - 25.1.1632|1585|1632|Gent - Leyden|Nederland|Konstnär|14152
23956|Arvid F:son|Posse||||||greve, amanuens|47657
23957|Arvid Rutger|Posse||||||Atatsminister|16426;47657
23958|Margareta (Helena M S)|Posse||||||grevinna|39940
23959|Mauritz|Posse||||||Kammarherre|47607
23960|Fredrik Salomon|Posse||||||Landshövding|40378
23963|Gustaf|Posse||||||friherre|48230
23966|Göran Gustafsson|Posse||||||greve|39940
23970|Göran Johansson|Posse|||||||47657
23977|Alexander E C G von|Post|1843* - 1899+|1843|1899|Stora Djulö|Sverige|Kapten|54171;63138;47696;49309;46704;52617;52444;50020
23979|Ernst Reinhold von|Post||||||Major|36593
23980|C F von|Post|||||||41595
23981|Olof (J O A)  von|Post|||||||40346
23984|Vicken (Hedvig Erika) von|Post||||||Skulptris|17476
24063|Emma|Prager||||||fru|53737
24145|Jean Jacques|Prevost||||||guldsmed|42335
24163|Hieronimus|Priester||||||guldsmed|16788
24164||Prieur||||||svärdfejare, bössmed|47995
24227|C|Prost||||||guldsmed|17222
24242|Torolf|Prytz||||||Arkitekt|37324;37328
24255|Johan|Puke||||||greve|42218
24277|Anthonij van de|Puttelaar||||||svärdfejare|45627
24278|Johann Markus|Putz von Adlersthurm||||||friherre|39510
24288||Pyramus|||||||39582
24293|Jörgen|Pålman||||||kapten|23512
24317|Erik Gustaf|Queckfeldt||||||Generallöjtnant|41929
24356|Stanislaus|Radziejowski||||||vojvod|48174
24357|Michael Stefan|Radziejowski||||||kardinal|32683
24426|Nicolas|Reber||||||konstsamlare|13890
24431|Gasparo|Recalboni||||||låssmed|41087
24458|Abraham Momma|Reenstierna||||||brukspatron|61211
24459|Jakob Momma|Reenstierna||||||brukspatron|61211
24482|Gotthard Mauritz von|Rehausen||||||friherre|14117;14121
24490|Jean Eric|Rehn|18.5.1717 - 19.5.1793|1717|1793|Stockholm|Sverige|Arkitekt|69294;67945;67943;67942;67844;67863
24512|Carl Magnus|af Robson||||||bergsråd|40201
24519|Johan|Reichardt|1730*-1806+|1730|1806|||bössmed|51080;48232;48233;39389
24572|Peter|Reinicke||||||skulptör|17461;17454
24586|Anton|Reitterer||||||guldsmed|38155;38157
24591|Abraham|Remahl||||||sidenvävare|68033;55647;55646
24594|Eliphalet|Remington||||||herr|67462
24595|Eliphalet|Remington||||||Bössmed, vapentillverkare|70192
24604|Johan Gustaf|Renat|||||||68066
24621|Jean|Renkin||||||bössmed|48897
24654|Augustin|Rensfeldt (Reinsfelt, Reensfelt)||||||svärdfejare|41929;42196;41932
24679|Carl Axel Emanuel|Reuterholm||||||friherre|48156;47504
24683|Michiel Adrianszoon de|Reuter||||||amiral|22938
24735|Thomas|Richards||||||bössmed|47282
24755|Ellen (Fridrica Wilhelmina)|Roosval/de Maré,  f. von Hallwyl||||||grevinna|4264;4265;8367;8073;8075;5883;5884;8134;8136;8320;8132;8192;7498;8194;4808;4809;7497;8142;8009;8280;15279;8318;4792;8188;4814;18393
24760|H|Rose||||||guldsmed|37983;38115;38117
24773|Magnus|Rosén von Rosenstein||||||konteramiral|44175
24775|Eugen von|Rosen||||||greve, överceremonimästare|65961;65958
24784|Linde|von Rosen f. Klinckowström||||||Friherrinna|69238
24785|C A|Rosen||||||snickare|38580
24795|Carl David|Skogman|1786* - 1856+|1786|1856||Sverige|friherre, president|64018
24811|Börje Månsson|Skäkta|||||||59003
24829||Sofia Magdalena av Sverige|*3.7.1746|1746||Christiansborgs slott, Köpenhamn|Danmark|drottning|45688;57457;52171;52168;54196;46638;52170;56315;63648;68033;46620;46640;62595;37667;62593;46634;67859;67862
24859|Daniel|Smith||||||guldsmed|45688;46640;46620;46638;46634
24880||Rudolf II||||||Tysk-romersk kejsare|47191;32631;47190;43656
24882|Olof|Rije||||||general|44435
24895|Johan|Ring||||||bössmed|54703;54724;54726;54707;54315;54723;54704;54884;54798;53893;53890;54995;53895;54596;54720;54952;54795;54693;54875;54316;54698;54855;54317;54974;54851;53856;54319;54914;54735;54302;54730;54894;54715;54717;54873;54774;54681;54603;53889;54944;54942;54687;54802;68458;54809;54747;53861;54743;54783;54782;54906;54822;54925;54853
24920|Ludvig|Ripp||||||Vapenkonstruktör|46316
24928||Rudolf I||||||kung|41184
24932|Jakob|Rittel||||||svärdfejare|40883
24933|Thomas|Ritter||||||pipsmed|39523
24955||Schlyter||||||Skräddare|68539;68538;68537;68536
25008||Riza Isfahani||||||klingsmed|45909
25019|G W|Roberg||||||herr|41527
25020|Antoine|Robert||||||bössmed, pipsmed|39484
25022|Pierre|Robert||||||pipsmed|39484
25112|Johannes R G|Rudbeck||||||Intendent|37646
