<!--From: kuenstler_1.2.csv -->
''wikipedia-link'' is used for descriptive texts whereas creator is a creator template on commons and ''commoncat'' is a relevant category on commons.

Set commonsconnection of irrelevant events to "-". Note that creator is only relevant for artists

===kueId|frequency|name|wikipedia-link|creator|commoncat===
*3234|1|Hogenskild Bielke (friherre, riksråd)|||
*32326|1|Thomas Wyck (Konstnär, 1616-1677) Beverwijk - Haarlem, Nederland|||
*32287|1|Gustaf Johan Wrede (Överstelöjtnant)|||
*32286|1|Henrik Wrede (ryttmästare)|||
*32285|1|Fabian Jakob Wrede (friherre, general (greve))|||
*32284|1|Carl Fabian Wrede (friherre)|||
*32261|1|Margareta Juliana Wrangel (grevinna)|||
*32109|1|Hubert Woldemarsson (pärlstickare)|||
*31993|1|Witte Corneliszoon de Witt (Witte, With) (amiral)|||
*31913|1|Olof Jonsson Winquist (bössmed)|||
*31860|1|Katsumasa Yutaokisuke (pipsmed)|||
*31791|1|Ernst Magnus von Willebrand (friherre)|||
*3176|1|T Bianchini (Mosaikhandlare)|||
*31759|1|Wilhelm, hertig av Södermanland (prins av Sverige, 1884-) Tullgarns slott, Sverige|||
*31741|1|Wilhelm av Sachsen-Weimar (hertig)|||
*31691|1|Anders Wiklund (fotograf)|||
*31641|1|Johannes Wiesel (optiker)|||
*31634|1|Vielle (bössmed)|||
*31600|1|Mauritz Widforss (Vapenhandlare)|||
*31428|1|F Weyersberg (Wirsberg) (klingsmed, revolvermakare)|||
*31362|1|Ida (Hortensia) Westman (Gymnastikdirektör)|||
*31343|1|Carl Hinric Westberg (instrumentmakare)|||
*3130|1|Maximilian de Béthun (minister, 1560-)|||
*31215|1|Arnusch Wertanson (köpman)|||
*31166|1|Augusta Wennberg (garderobier)|||
*31156|1|P Wenger (pipsmed)|||
*31115|1|Lorenz Georg Weis (guldsmed)|||
*31109|1|Johann Baptist Weinet (guldsmed)|||
*31060|1|Ernst (E G) von Vegesack (Generallöjtnant)|||
*31004|1|Philip Webley (Webleye) (Vapenkonstruktör)|||
*30894|1|Matthias (Theis) Wundes (klingsmed)|||
*30830|1|Mary Villiers (hertiginna)|||
*30810|1|Fredrik Westin (konstnär)|||
*30769|1|Niclas Warneck (guldsmed)|||
*30759|1|Carl Wilhelm Walther (bössmed, 1858-1915) Zella-Mehlis (Mehlis), Tyskland|||
*30640|1|Vernes (urmakare)|||
*30596|1|Franziska "Fanny" Gerber, f. von Werdt (1844-1932) Schweiz|||
*30581|1|Balthasar Wenzel (Wentzel) (guldsmed)|||
*30457|1|Carola (Johanna Cecilia) Wachtmeister f. von Eckermann (Grevinna)|||
*30367|1|Alexander (Mattias A) von Ungern-Sternberg (friherre, 1764-1826) Äs, Sverige|||
*30359|1|Sigge Ulfsparre (major)|||
*30356|1|Erik Hansson Ulfsparre (överste)|||
*3033|1|Meves Berns (klingsmed)|||
*30322|1|Samuel af Ugglas (greve)|||
*30315|1|Albert Axel Uggla (major)|||
*3021|1|Bernhard-Franck (Vapensamlare)|||
*30144|1|Cornelis Maartenszoon Tromp (amiral)|||
*29998|1|Georg Fredrik Waldeck (prins)|||
*29970|1|Wahlstedt (inspektor)|||
*29943|1|Erik Wahlbergson (konstnär)|||
*29914|1|Åke Henriksson Tott (fältmarskalk)|||
*29891|1|Margareta Eriksdotter Vasa,|||
*29876|1|Per Unge (medicine doktor)|||
*29828|1|Asad Ullah (klingsmed)|||
*29767|1|Johan Christoffer Toll (greve, fältmarskalk)|||
*29740|1|Gustaf Wilhelm af Tibell (friherre, general)|||
*29710|1|Magnus (Karl M) Thulstrup (överste)|||
*29547|1|Paulus Weller (bössmed)|||
*29538|1|Willem van de Velde d.ä. (Konstnär, 1611-1693) Leyden - Greenwich, Holland - England|||
*29527|1|Diego Velazquez (Konstnär)|||
*29471|1|Thisbe,|||
*2944|1|Marie-Anne de Bouillon f. Mancini (hertiginna)|||
*29436|1|G Thelander (Prostinna)|||
*29405|1|Peter Tesche (klingsmed)|||
*29324|1|P Tellberg (bössmed)|||
*29218|1|Alexander Tillander (guldsmed)|||
*2921|1|A Bled (professor)|||
*29198|1|Per Adolf Tamm (friherre, brukspatron)|||
*29187|1|Taleb (klingsmed)|||
*29184|1|Johann Georg Taglieb,|||
*29093|1|Thor Thorén (rektor)|||
*29057|1|Joachim Thomsen (guldsmed)|||
*29037|1|O Svensson (herr)|||
*29003|1|Carl P Svensson (tapetserare)|||
*28921|1|K F Svan (konstnär, 1708-1766)|||
*28875|1|Maria Sundström (fotograf)|||
*28843|1|Sundberg (Antikhandlare)|||
*28782|1|Jöns Stångfelt (låssmed)|||
*28693|1|Carl Axel Strömfelt (greve, general)|||
*28674|1|Israel Ström (lantmätare)|||
*28663|1|Oscar Adolf Richard af Ström (major)|||
*28603|1|Roman Tavast (guldsmed)|||
*28571|1|Björgulf Targesön,|||
*28502|1|Bernhard Striegel (Strigel) (konstnär)|||
*28415|1|Willem (van der) Stoop (konstnär)|||
*28258|1|P L Stenvall,|||
*28232|1|Carl Magnus Stenbock (greve)|||
*28230|1|Gustaf Otto Stenbock (greve)|||
*28229|1|Gustaf Leonard Stenbock (greve)|||
*28225|1|Beata Stenbock (grevinna)|||
*28223|1|Morten Steenwinkel (konstnär)|||
*28220|1|Jan Havicksz Steen (Konstnär, 1626-1679) Leyden, Nederland|||
*28199|1|Ludvig Ernst von Stedingk (1794-1875)|||
*28183|1|Cornelis Starbus (bössmed)|||
*28155|1|Ernst Stangen,|||
*28147|1|Clemens Stam (klingsmed)|||
*28113|1|Stael von Holstein,|||
*28092|1|H Szembek de Slupow,|||
*28001|1|Caspar Späth (Speth) (stålsnidare)|||
*27980|1|Franz Anton Spork (riksgreve)|||
*27973|1|Abraham Speeck (konstnär)|||
*27942|1|Aernst Spierinck (vävare)|||
*27874|1|Erik Knutsson Sparre (friherre)|||
*27858|1|Sofie Julie Sparre f. Lewenhaupt (grevinna)|||
*27844|1|Johan Gabriel Sparfvenfeldt (sändebud)|||
*27779|1|Souza,|||
*27778|1|Anne de Souvree (markisinna)|||
*27750|1|Sophie-Charlotte av Hessen-Kassel (prinsessa)|||
*27721|1|Mathias Otto Leth Sommerhielm (Statsminister)|||
*27676|1|Sokrates (Filosof)|||
*27658|1|Johannes Tesche-Wirsberg (klingsmed)|||
*27657|1|Christina Catharina Stenbock (friherrinnan)|||
*27648|1|Johan Diedrich Stenbock (greve)|||
*27644|1|Arvid Nils Stenbock (greve, överste)|||
*27626|1|Johan Friedrich Steltzner (guldsmed)|||
*27578|1|Sofia Amalia av Danmark (drottning)|||
*27518|1|Anders Fredrik Skjöldebrand (Friherre och Greve)|||
*27517|1|Per Erik Skjöldebrand (konsulatsekreterare)|||
*27498|1|Robert Sjöwall (Direktör)|||
*27466|1|Axel C T Sjögren (Vapenkonstruktör)|||
*2745|1|Axel Bergström (Statsråd, landshövding, 1823-1893) Sverige|||
*27432|1|Anders Sjöberg (pistolsmed)|||
*27400|1|Stanislaus I av Polen (kung)|||
*27363|1|Albert Simonis (bössmed)|||
*2736|1|F A Berger (konstnär, litograf)|||
*27339|1|William Simmons (bössmed, pistolsmed)|||
*27330|1|Silvia av Sverige (drottning, 1943-) Heidelberg, Tyskland|||
*27310|1|Johan Georg af Sillén (major)|||
*27277|1|Måns Silfverhielm (överste)|||
*27262|1|Pierre Signac (Konstnär)|||
*27261|1|Peter Sigmundt (guldsmed)|||
*27134|1|Martin Seitz (bössmed)|||
*27099|1|Israel Segalas d.y. (bössmed, 1714-1772) London, Storbritannien|||
*27087|1|Konrad von Seehofer,|||
*26998|1|Günther Schwarzburg-Rudolstadt (prins)|||
*26995|1|Andoni Schwartz (bössmed)|||
*26992|1|Johan David Schwarz (konstnär)|||
*26890|1|Elis Schröderheim (Statssekreterare)|||
*26750|1|J M Sörman (hattmakare)|||
*26725|1|Carl August Söderman (konstnär, skulptör)|||
*26461|1|Sven Filip Bogislaus Schwerin (friherre)|||
*26460|1|Carl Gustav von Schwerin (friherre)|||
*26456|1|Georg von Schwengeln (kartograf)|||
*26397|1|Michael Schintzel (Schinzel) (bössmed)|||
*26394|1|Carl David von Schinkel (Kammarherre, 1869-1932) Tidö, Sverige|||
*2639|1|P Berg (bössmed)|||
*26245|1|Adolf Ulrik Schützercrantz (Överintendent)|||
*26243|1|Walter Schytte (Hotelldirektör)|||
*26239|1|P.G. Schürer von Waldheim,|||
*26200|1|N G  (Nils Adam?) von Schéele (kapten)|||
*26173|1|Johann Stanislaus Sbaski (Biskop)|||
*26067|1|Domenico Santi (bössmed)|||
*2600|1|Berendt Simon J:r & Co. (klädfabrik)|||
*25968|1|Lars Ulrik Sandberg (Löjtnant)|||
*25951|1|Mauritz Carl Gustaf Samuelsson (konstnär)|||
*2593|1|Gustava Charlotta von Berchner (fröken)|||
*25882|1|Said Hori (bågtillverkare)|||
*25816|1|Lorentz Johann Röper (guldsmed)|||
*25765|1|Ulrika Eleonora Rålamb f. von Düben (grevinna)|||
*25710|1|Salomon van Ruysdael (Konstnär, 1600-1670) Haarlem, Nederland|||
*25709|1|Rachel Ruysch (Konstnär, 1664-1665) Amsterdam, Nederland|||
*25697|1|Patrick Ruthwen (generalmajor)|||
*25569|1|Johannes Rohtlieb (Kyrkoherde, 1807-1881)|||
*25555|1|Giuseppe Rota,|||
*25508|1|Samuel Nilsson Ross (överste)|||
*25380|1|Reichart (Reinhart) Schintzel (Schinzel) (bössmed)|||
*25376|1|Emanuel Sadeler (stålsnidare)|||
*25367|1|Johan Gabriel Sack (friherre, kansliråd, 1697-) Sverige|||
*25353|1|Axel August Roos (Kammarherre)|||
*2526|1|Carl Stefan Bennet (Konstnär)|||
*25250|1|Joseph Rodgers (klingsmed, bössmed)|||
*25242|1|Daniel Schatzberger (Schatzenberg) (pärlstickare)|||
*25192|1|J C Schaarwächter (fotograf)|||
*25171|1|Francisco Ruiz (klingsmed)|||
*25170|1|Francisco Ruiz (klingsmed)|||
*25115|1|Ture Gustaf Rudbeck (Statsman, 1714-1786) Västerberga - Edsberg, Sverige|||
*25112|1|Johannes R G Rudbeck (Intendent)|||
*25019|1|G W Roberg (herr)|||
*24932|1|Jakob Rittel (svärdfejare)|||
*24882|1|Olof Rije (general)|||
*24795|1|Carl David Skogman (friherre, president, 1786-1856) Sverige|||
*24784|1|Linde von Rosen f. Klinckowström (Friherrinna)|||
*2478|1|Adriaen Bloem (Konstnär)|||
*24773|1|Magnus Rosén von Rosenstein (konteramiral)|||
*24683|1|Michiel Adrianszoon de Reuter (amiral)|||
*24621|1|Jean Renkin (bössmed)|||
*24595|1|Eliphalet Remington (Bössmed, vapentillverkare)|||
*24594|1|Eliphalet Remington (herr)|||
*24431|1|Gasparo Recalboni (låssmed)|||
*24426|1|Nicolas Reber (konstsamlare)|||
*24357|1|Michael Stefan Radziejowski (kardinal)|||
*24317|1|Erik Gustaf Queckfeldt (Generallöjtnant)|||
*24293|1|Jörgen Pålman (kapten)|||
*24288|1|Pyramus,|||
*24277|1|Anthonij van de Puttelaar (svärdfejare)|||
*24255|1|Johan Puke (greve)|||
*24164|1|Prieur (svärdfejare, bössmed)|||
*24163|1|Hieronimus Priester (guldsmed)|||
*2407|1|Benard (klingsmed)|||
*24063|1|Emma Prager (fru)|||
*23984|1|Vicken (Hedvig Erika) von Post (Skulptris)|||
*23981|1|Olof (J O A)  von Post,|||
*23970|1|Göran Johansson Posse,|||
*23960|1|Fredrik Salomon Posse (Landshövding)|||
*23956|1|Arvid F:son Posse (greve, amanuens)|||
*23831|1|Hedvig Carolina Ridderstolpe (friherrinna)|||
*23806|1|F X Richter (pistolsmed)|||
*23796|1|J Richards (fotograf)|||
*23780|1|Anders Planting-Bergloo (general)|||
*23771|1|Joseph Planer (bössmed)|||
*23652|1|Gustaf Adolf Reuterholm (friherre)|||
*23637|1|Christina Charlotta Piper (grevinna)|||
*23633|1|Carl Piper (greve, riksråd)|||
*23583|1|Philip III av Spanien (kung)|||
*23544|1|Nicolas Pierron (bössmed)|||
*23509|1|Ottavio Piccolomini av Amalfi (hertig, fältmarskalk)|||
*2332|1|Cornelis Bega (Konstnär, 1620-1664) Haarlem, Nederland|||
*23164|1|Jesse Ramsden (optiker)|||
*22984|1|Francois Penel (bössmed)|||
*22977|1|Georg Pencz (kopparstickare)|||
*22974|1|Pelt,|||
*22953|1|Bonaventura Peeters d.ä. (Konstnär, 1614-1652) Antwerpen - Hoboken, Belgien|||
*22908|1|Holden Pedersen (bössmed)|||
*2284|1|Nicanor Becker (protokollsekreterare)|||
*22779|1|Lorens Pasch d.ä. (Konstnär, 1702-1766) Stockholm, Sverige|||
*22777|1|Simon de Passe (Pas) (konstnär)|||
*22728|1|Johan Frans Pollett (Generallöjtnant)|||
*22664|1|Juan Pantoja de la Cruz (konstnär)|||
*22656|1|Hindrich Pannijk (sadelmakare)|||
*22618|1|Nils Fredrik Palmstierna (Generallöjtnant)|||
*22583|1|G T Palm (Skomakare)|||
*22554|1|Anthonie Palamedesz (Konstnär, 1601-1673) Delft - Amsterdam, Holland|||
*2247|1|David Beck (konstnär, 1621-1656)|||
*22432|1|Isaac van Ostade (Konstnär, 1621-1649) Haarlem, Nederland|||
*22380|1|Waterman Lily Ormsby (konstnär, 1809-1884)|||
*22379|1|J G Ormested (herr)|||
*22334|1|Omar (klingsmed)|||
*2221|1|Ambrosius Bosschaert d.ä. (Konstnär, 1573-1645) Antwerpen - Utrecht, Belgien - Nederland|||
*22170|1|Lars Olofsson (Olsson) (pipsmed)|||
*22168|1|Nils Olofsson (Olsson) (kronotimmerman)|||
*22141|1|Anna Oldrau,|||
*22099|1|Jeanne Sophie Nyblaeus f. Podhorsky (fru)|||
*22096|1|Gustaf Adolf Nyblaeus (generalmajor)|||
*22086|1|Matheus Nutten (bössmed)|||
*2208|1|Friedrich Jakob Bosler (Bossler) (bössmed)|||
*22043|1|I Nordstedt (bössmed)|||
*22041|1|Reinhold Nordstedt (konstnär)|||
*21993|1|Otto Henrik Nordenskjöld (Viceamiral, 1747-1832) Sverige|||
*21879|1|Johan Gabriel Oxenstierna (greve, riksmarskalk)|||
*21878|1|Jöns Bengtsson Oxenstierna (Ärkebiskop)|||
*21825|1|Hans Nolte (Nulte,Nolde) (bössmed)|||
*2182|1|Edward Björkman (Grosshandlare)|||
*21815|1|Noel,|||
*2180|1|Lorens (Lars) Björkman (rustmästare bössmed)|||
*21785|1|Nishigori,|||
*21710|1|Jon Nilsson (jägmästare)|||
*21689|1|Johan Nieroth,|||
*21599|1|Matthias Nowotny (bössmed "Hoflieferant")|||
*21583|1|Nostitz (greve, ambassadör)|||
*21554|1|Reinhold Norstedt (konstnär)|||
*21551|1|M Norrström,|||
*21438|1|Adam Oehlenschläger (Öhlenschläger) (Professor, författare)|||
*21401|1|Jakob Wassenaar van Obdam (friherre)|||
*21357|1|Catherine de Neufville d'Harcourt-Armagnac (hertiginna)|||
*21314|1|Laszlo Nagy (pistolsmed)|||
*21306|1|Emile Nagant (Vapentillverkare)|||
*21277|1|Hampus Elof Mörner (greve, general)|||
*21273|1|Carl Mörner (greve, fältmarskalk)|||
*21271|1|Augusta Margareta Mörner, f.Virgin (Statsfru, 1793-1876)|||
*21251|1|P von Möller (herr)|||
*21100|1|Georg Müller (bössmed)|||
*21099|1|W F Mueller (guldsmed)|||
*21081|1|Giesu Mutti (bössmed)|||
*21063|1|Mustafa (pipsmed)|||
*21062|1|Mustafa Sahib Hussein (klingsmed)|||
*21058|1|Michiel van Musscher (Konstnär, 1645-1705) Rotterdam - Amsterdam, Nederland|||
*21040|1|Muros (pipsmed)|||
*21033|1|Thomas Murdoch (bössmed, pistolsmed)|||
*21008|1|Hendrick Munnichhoven (konstnär)|||
*21007|1|Peter Munnich (klingsmed)|||
*20989|1|Adolf Fredrik Munck (greve, hovstallmästare)|||
*20977|1|Pieter Mulier d.ä. (Konstnär, 1610-1659) Haarlem, Holland|||
*20962|1|Muhammed (pascha)|||
*20870|1|Mortimer & Hunt (guldsmed)|||
*20782|1|Paulus Moreelse (Konstnär, 1571-1638) Utrecht, Nederland|||
*20665|1|Gustaf Adolf Montgomery (Landshövding, överste)|||
*20639|1|Peter Monsit (klingsmed)|||
*20578|1|Christoffer Henric Molien (sjökapten)|||
*20567|1|N A Molander (revolvermakare)|||
*20562|1|Louisa (Louise) Moillon (konstnär)|||
*20522|1|Claes Cornelisz Moeyaert (konstnär)|||
*20495|1|Gösta Moberg (Löjtnant)|||
*20430|1|Emil Bruno Meyrowitz (optiker)|||
*20348|1|Wilhelm (Hans Filip) Nauckhoff (kapten)|||
*20346|1|Henrik J Nauckhoff (Friherre)|||
*20324|1|Moroni (Skomakare)|||
*2030|1|Pierre Barroy (Baroie) (pistolsmed)|||
*20292|1|Maggie Meurling, f. Hedberg (Fru, 1876-1967)|||
*20265|1|Martinus Nellius (Konstnär)|||
*20168|1|Matthaeus Merian (kopparstickare mm, 1593-1650) Frankfurt am Main, Tyskland|||
*20135|1|Clemens Meigen (klingsmed)|||
*20087|1|Johann Samuel Meckel (bössmed)|||
*20084|1|Inga Christina Meck f. Wrangel (fru)|||
*20028|1|Mazelier (pistolsmed)|||
*19921|1|A Michelsen (hovjuvelerare)|||
*1991|1|Fredric Barnes (knivsmed, bössmed?)|||
*19845|1|Millberg (änkefru)|||
*19750|1|Aert van der Neer (Konstnär, 1603-1677) Gorinchem - Amsterdam, Nederland|||
*19694|1|Mas Massön,|||
*19592|1|Henri Martin (bössmed)|||
*1955|1|Philip van der Baren (konstnär)|||
*19495|1|Johan Peter Markman (Marckman) (bössmed)|||
*19467|1|A Mariette (Vapentillverkare, bössmed, pistolsmed)|||
*19399|1|Georg (Jörgen) Mellentin (svärdfejare)|||
*19354|1|Johan August Meijerfeldt (greve, fältmarskalk)|||
*19341|1|Vicenzo Mariano (bössmed)|||
*19332|1|Maria Elisabeth (pfalzgrevinna)|||
*191|1|Abrahamsson (Direktör)|||
*19098|1|Magdalena Sibylla av Sachsen (prinsessa)|||
*19086|1|Nicolaes Maes (Konstnär, 1632-1693) Dordrecht - Amsterdam, Nederland|||
*19028|1|Stina Löf (modist)|||
*18965|1|Frans Luyckx (Leux, Lux, von Luxenstein) (konstnär, 1604-1668)|||
*18913|1|Anders Petter Lundqvist (guldsmed)|||
*18877|1|Johan Fredrik Lundh (Kyrkoherde)|||
*18865|1|Mikael (Michael) (jägmästare)|||
*18851|1|Michiel Mierevelt (konstnär)|||
*18779|1|Gustaf L Lundberg (Hovmålare)|||
*18772|1|Petter Ersson Lund (guldsmed)|||
*18747|1|Luise av Baden (storhertiginna)|||
*18684|1|Lovisin (friherre)|||
*18650|1|Johann Louroux (Överste, vapenhandlare)|||
*18628|1|F W Malm (telegrafkomissarie)|||
*18598|1|H Malchair (bössmed)|||
*18589|1|Makino,|||
*18537|1|C J Lorentz (hattmakare)|||
*18520|1|Pieter Loos (svärdfejare)|||
*18437|1|Fritz Lindström (konstnär)|||
*18436|1|Anders Lindskog (beslagssmed)|||
*18379|1|Lindgren (herr)|||
*1831|1|Friedrich Baltzar (Konstnär)|||
*18285|1|Jacques Linard (konstnär)|||
*18156|1|Mauritz Lewenhaupt (greve)|||
*18125|1|de Leuw (herr)|||
*18047|1|R Londius (konstnär)|||
*18021|1|Jan Cornelisz. van Loenen (Konstnär, 1621-1643) Utrecht, Nederland|||
*17935|1|Rudolph Lepke (konsthandlare)|||
*17924|1|Carl Gustav Löwenhielm (Generallöjtnant)|||
*17891|1|A List (Urmakare)|||
*1781|1|Carolina C G Baeckström (fru)|||
*17678|1|Anthonis Leemans (konstnär)|||
*17562|1|Johan Albrecht Lavilette (stensnidare)|||
*17454|1|Large (Konstnär)|||
*17434|1|Michael de la Pierre (bössmed)|||
*17348|1|Hjalmar Lundbohm (Disponent, fil.dr)|||
*17274|1|Francoise Angelique de Lamotte-Houndancourt (hertiginna)|||
*17273|1|Marie Isabelle Gabrielle Angelique de Lamotte-Houndancourt,|||
*17227|1|Johan Elias Lagerheim (Kapten, 1839-1926)|||
*17222|1|Per Gustaf Lagerholm (pistolsmed)|||
*17160|1|de La Collombe (svärdfejare, bössmed)|||
*17138|1|Johann Caspar Labert (stensnidare)|||
*17137|1|Christoph Labert (stensnidare)|||
*17114|1|Beata Elisabet von Königsmarck (grevinna)|||
*17064|1|Carl Kåre (silversmed)|||
*17041|1|Kühnlentz (bössmed)|||
*16996|1|Carl Axel Löwenhielm (greve)|||
*16825|1|Ouizille Lemoine Fils Successeurs (juvelerare)|||
*16816|1|Lemchen (fröken)|||
*16809|1|Lemaitre (guldsmed)|||
*16617|1|Hans Krusbart (brukspatron)|||
*16587|1|Rolf Kronberg,|||
*16549|1|Leopold Kreutz (svärdfejare)|||
*16491|1|Otto Krag,|||
*16465|1|Augustinus Kotter (bössmed)|||
*16427|1|Knut Kurck (friherre)|||
*16424|1|Arvid Fredrik Kurck (Friherre)|||
*16411|1|Masayoshi Kunitomo-Matashirou (stockmakare)|||
*16356|1|Anton Konrad (konstsmed)|||
*16279|1|Peter Wilhelm Knecht (klingsmed)|||
*16256|1|Henrik Christoffer Klint (guldsmed)|||
*16235|1|Gert Adolf Klingspor (Ryttmästare, 1753-1814)|||
*16225|1|Friedrich Heinrich Klinck (guldsmed)|||
*16164|1|Schweder Didrik Kleihe (resident)|||
*16104|1|Lars Kitzling (Kietzling),|||
*16058|1|Clemens Keuller (klingsmed)|||
*15982|1|Johan Wilhelm von Keller (resident)|||
*15896|1|Sergej Kaudacheff (prins)|||
*15891|1|Katarina av Pfalz-Zweibrücken (pfalzgrevinna)|||
*15887|1|Katarina av Sverige (prinsessa, 1584-1638) Nyköpingshus, Sverige|||
*15881|1|J van de Kasteele (konstsamlare)|||
*15865|1|Karolina av Sachsen (drottning)|||
*15862|1|Arvid Karlsteen (konstnär, gravör)|||
*15854|1|Peter Karlsson,|||
*15819|1|Laurids Knudsen (bössmed)|||
*15758|1|Martin Kamerer (bössmed)|||
*15681|1|Samuel Jönsson,|||
*15601|1|Jacob Kirchner (dr.teol.)|||
*15428|1|Josephine av Frankrike (kejsarinna)|||
*15416|1|Torjus Leifson Jore (gårdsbrukare)|||
*15409|1|Mikael Jordan (överste)|||
*15407|1|Jacob Jordaens (Konstnär, 1593-1678)|||
*15400|1|Jonas Jonsson,|||
*15246|1|Georg Kordenbusch,|||
*15244|1|Kilian Kelson (Kiellson, Kelsson) (guldsmed)|||
*15239|1|Kellner (knivsmed)|||
*15197|1|Iver Johnson (bössmed)|||
*15194|1|Harry Ax:son Johnson (legationsråd)|||
*15149|1|Jöns (mjölnare)|||
*15136|1|Georg Henrik Jägerhorn (Generallöjtnant)|||
*15074|1|Charles Jennens (knappmakare)|||
*14982|1|Rickard Jansson (sadelmakare)|||
*14952|1|Cornelis Jansen (bössmed)|||
*14797|1|Magnus P R Isaeus (Professor, arkitekt)|||
*14796|1|Isak Isacsz (Isacsen) (konstnär)|||
*14746|1|Abraham Balthasar von Im Hoff (Statsman, 1773-1859) Schweiz|||
*14700|1|Arvid Ifvarsson (herr)|||
*14676|1|Karl Höyer, zur Höije, Högie, von der Högde (Konstnär)|||
*14675|1|Conrad Höss d y (tenngjutarmästare)|||
*14670|1|Johann Gregor Höroldt,|||
*14569|1|Johansson (Skridskomakare)|||
*14547|1|Johan Kasimir av Pfalz-Zweibrücken (pfalzgreve, 1589-) Tyskland|||
*14543|1|Johann Georg I av Sachsen (kurfurste)|||
*14540|1|Johan av Östergötland (hertig, 1589-) Uppsala slott, Sverige|||
*1452|1|S Askelöf (Skomakare)|||
*14507|1|Jules de Jardin,|||
*14427|1|Carl A Hultgren (bössmed)|||
*14367|1|Hedvig Sofia av Sverige (prinsessa, 1681-) Stockholm, Sverige|||
*14342|1|E Hours (guldsmed)|||
*14254|1|de Ivry (friherre)|||
*14220|1|Fredrika Eleonora Horn af Ekebyholm (grevinna)|||
*14215|1|Bengt Horn af Åminne (friherre, riksråd, fältmarskalk)|||
*14206|1|Gustaf Evertsson Horn af Marienborg (friherre, fältmarskalk mm)|||
*14202|1|Henrik A B C Horn af Åminne (greve, ryttmästare)|||
*14192|1|Jan Josef Horemans (Konstnär, 1682-1759) Antwerpen, Belgien|||
*14105|1|Anders Holmgren (bössmed)|||
*14100|1|Torolf Holmboe (konstnär)|||
*14094|1|D Holmberg (myntmästare)|||
*14084|1|N E Holm,|||
*13922|1|Anna Hjorth,|||
*13841|1|Hessenberg & C:o,|||
*13799|1|Eduard Herrlinger (solfjädermakare)|||
*13747|1|Johan Herazcek (hovsvärdfejaren)|||
*1369|1|Arpi (herr)|||
*13683|1|Henrietta Maria av Frankrike (drottning)|||
*13666|1|Petter Henning d.ä. (guldsmed)|||
*1365|1|M Aronowitsch (herr)|||
*13579|1|Erik Hellman,|||
*13570|1|Paul Hinrich Heller,|||
*13517|1|Roelof Koets (konstnär, 1592-1655) Haarlem, Nederländerna|||
*13469|1|Frederique Högström (fröken)|||
*13451|1|Carl August von Hofsten (kapten)|||
*1338|1|Adolf Arnberg (skulptör)|||
*13334|1|Anselm Hebbelnyck (konstnär)|||
*13256|1|Ulrich Holzmann (etsare)|||
*13194|1|Douglas Heriot (herr)|||
*13157|1|Amalia von Hatzfeldt (grevinna)|||
*13138|1|Johan Gustaf Hasselström (instrumentmakare)|||
*13122|1|Hindrik Hasenberg (dvärg)|||
*13100|1|William Hardy (bössmed, fiskeredskapsmakare)|||
*13088|1|Michel Gottlieb Hardert,|||
*13076|1|Harald Gormson Blåtand (kung)|||
*13073|1|Johann Happe (Hoppe) (klingsmed)|||
*12985|1|Hannibal,|||
*12954|1|Herman Hamnqvist (fotograf)|||
*1288|1|Arif (bågmakare)|||
*12820|1|Bror Hillgren (Konstnär)|||
*12818|1|Pehr Hilleström (Konstnär, 1733-1816) Väddö - Stockholm, Sverige|||
*12813|1|Hillebrandt (Konstnär)|||
*12792|1|Albin Hildebrand,|||
*12770|1|Per Gustaf Abraham Hierta (friherre)|||
*12769|1|Gustaf Adolf Hierta (friherre, general)|||
*12764|1|C Hielm (pärlstickerska)|||
*12716|1|Brynte Halvardsson (bonde)|||
*12712|1|Agnes von Hallwyl (Fröken, 1865-1866) Rörswil, Schweiz|||
*12679|1|Heinrich av Preussen (prins)|||
*1263|1|Gideon Berggren (hemmansägare)|||
*12564|1|Jost Håcke (klensmed)|||
*12546|1|E W Hybinette (Hübinette) (Antikhandlare)|||
*12441|1|Alexander Hartingk (Vapenkonstruktör)|||
*12316|1|Otto Julius Hagelstam (överste)|||
*12313|1|Gabriel August Hagelberg (kapten)|||
*12267|1|Heinrich Habrecht (bössmed)|||
*12249|1|James Haarlef Haasum (kommendant)|||
*12208|1|Maja Göransson (fru)|||
*12206|1|Göran Fredrik Göransson (disponent, 1819-1900) Sverige|||
*12183|1|Elsa Gyllenstierna af Lundholm (grevinna)|||
*12181|1|Nils Gyllenstierna (friherre)|||
*12180|1|Katarina Gyllenstierna,|||
*12074|1|Gustav av Sverige (prins, 1568-1607) Sverige|||
*12067|1|Guntram,|||
*12041|1|Henrik Johan Gummerus (fältprost)|||
*12014|1|Guimbails,|||
*11974|1|Maximilian van der Gucht (vävare)|||
*11907|1|Johan Grüner (Överstelöjtnant)|||
*11884|1|Simon Grundel-Helmfelt (friherre, fältmarskalk)|||
*11681|1|Samuel Gradman (bössmed)|||
*11677|1|R Graafland,|||
*11529|1|J Godet (hovjuvelerare)|||
*11455|1|Selma Giöbel (brodör)|||
*11454|1|Giöbel (Antikhandlare)|||
*1139|1|Axel Gustaf von Arbin (Generalmajor, 1784-1856)|||
*11339|1|B Gillier (Gilier) (bössmed, låssmed)|||
*11316|1|Gilbin (bössmed)|||
*11286|1|Margareta Grip (friherrinna)|||
*11234|1|Ismaël Gibraltar (amiral)|||
